docname,topic,proportion
Privacy_Rights_Cleaned.aws.csv:3173,002,0.235683
Privacy_Rights_Cleaned.aws.csv:3208,002,1.0
Privacy_Rights_Cleaned.aws.csv:3243,000,1.0
Privacy_Rights_Cleaned.aws.csv:3278,003,1.0
Privacy_Rights_Cleaned.aws.csv:3313,003,1.0
Privacy_Rights_Cleaned.aws.csv:3348,001,1.0
Privacy_Rights_Cleaned.aws.csv:3383,000,1.0
Privacy_Rights_Cleaned.aws.csv:3418,000,1.0
Privacy_Rights_Cleaned.aws.csv:3453,000,0.499785
Privacy_Rights_Cleaned.aws.csv:3453,001,0.37153
Privacy_Rights_Cleaned.aws.csv:3453,004,0.07059
Privacy_Rights_Cleaned.aws.csv:3453,003,0.058096
Privacy_Rights_Cleaned.aws.csv:3488,000,1.0
Privacy_Rights_Cleaned.aws.csv:3523,004,1.0
Privacy_Rights_Cleaned.aws.csv:3558,000,1.0
Privacy_Rights_Cleaned.aws.csv:3593,003,1.0
Privacy_Rights_Cleaned.aws.csv:3628,003,1.0
Privacy_Rights_Cleaned.aws.csv:3663,000,0.610901
Privacy_Rights_Cleaned.aws.csv:3663,003,0.21972
Privacy_Rights_Cleaned.aws.csv:3663,001,0.16938
Privacy_Rights_Cleaned.aws.csv:3698,000,1.0
Privacy_Rights_Cleaned.aws.csv:3733,000,1.0
Privacy_Rights_Cleaned.aws.csv:3768,000,1.0
Privacy_Rights_Cleaned.aws.csv:3803,002,0.566231
Privacy_Rights_Cleaned.aws.csv:3803,000,0.430114
Privacy_Rights_Cleaned.aws.csv:3803,003,0.003655
Privacy_Rights_Cleaned.aws.csv:3838,000,1.0
Privacy_Rights_Cleaned.aws.csv:3873,004,1.0
Privacy_Rights_Cleaned.aws.csv:3908,000,0.674319
Privacy_Rights_Cleaned.aws.csv:3908,004,0.227079
Privacy_Rights_Cleaned.aws.csv:3908,001,0.098602
Privacy_Rights_Cleaned.aws.csv:3943,000,1.0
Privacy_Rights_Cleaned.aws.csv:3978,000,1.0
Privacy_Rights_Cleaned.aws.csv:4013,002,1.0
Privacy_Rights_Cleaned.aws.csv:4048,000,1.0
Privacy_Rights_Cleaned.aws.csv:4083,000,1.0
Privacy_Rights_Cleaned.aws.csv:4106,000,0.697941
Privacy_Rights_Cleaned.aws.csv:4106,001,0.302059
Privacy_Rights_Cleaned.aws.csv:4141,000,1.0
Privacy_Rights_Cleaned.aws.csv:4176,000,1.0
Privacy_Rights_Cleaned.aws.csv:4211,000,0.511019
Privacy_Rights_Cleaned.aws.csv:4211,001,0.488981
Privacy_Rights_Cleaned.aws.csv:4246,000,1.0
Privacy_Rights_Cleaned.aws.csv:4281,000,1.0
Privacy_Rights_Cleaned.aws.csv:4316,000,1.0
Privacy_Rights_Cleaned.aws.csv:4351,000,1.0
Privacy_Rights_Cleaned.aws.csv:4386,004,1.0
Privacy_Rights_Cleaned.aws.csv:4421,003,1.0
Privacy_Rights_Cleaned.aws.csv:4456,002,1.0
Privacy_Rights_Cleaned.aws.csv:4491,000,1.0
Privacy_Rights_Cleaned.aws.csv:4526,004,1.0
Privacy_Rights_Cleaned.aws.csv:4561,001,1.0
Privacy_Rights_Cleaned.aws.csv:4596,000,0.583469
Privacy_Rights_Cleaned.aws.csv:4596,001,0.416531
Privacy_Rights_Cleaned.aws.csv:4631,000,1.0
Privacy_Rights_Cleaned.aws.csv:4666,000,0.684485
Privacy_Rights_Cleaned.aws.csv:4666,001,0.150721
Privacy_Rights_Cleaned.aws.csv:4666,004,0.129351
Privacy_Rights_Cleaned.aws.csv:4666,002,0.035443
Privacy_Rights_Cleaned.aws.csv:4701,003,1.0
Privacy_Rights_Cleaned.aws.csv:4736,001,1.0
Privacy_Rights_Cleaned.aws.csv:4771,000,0.611557
Privacy_Rights_Cleaned.aws.csv:4771,001,0.153188
Privacy_Rights_Cleaned.aws.csv:4771,004,0.116163
Privacy_Rights_Cleaned.aws.csv:4771,002,0.060882
Privacy_Rights_Cleaned.aws.csv:4771,003,0.05821
Privacy_Rights_Cleaned.aws.csv:4806,001,1.0
Privacy_Rights_Cleaned.aws.csv:4841,000,0.541051
Privacy_Rights_Cleaned.aws.csv:4841,001,0.247547
Privacy_Rights_Cleaned.aws.csv:4841,004,0.180971
Privacy_Rights_Cleaned.aws.csv:4841,002,0.030431
Privacy_Rights_Cleaned.aws.csv:4876,000,0.65571
Privacy_Rights_Cleaned.aws.csv:4876,001,0.309019
Privacy_Rights_Cleaned.aws.csv:4876,003,0.035271
Privacy_Rights_Cleaned.aws.csv:4911,004,1.0
Privacy_Rights_Cleaned.aws.csv:4946,004,1.0
Privacy_Rights_Cleaned.aws.csv:4981,000,1.0
Privacy_Rights_Cleaned.aws.csv:5016,000,1.0
Privacy_Rights_Cleaned.aws.csv:5051,002,1.0
Privacy_Rights_Cleaned.aws.csv:5086,004,1.0
Privacy_Rights_Cleaned.aws.csv:5121,000,1.0
Privacy_Rights_Cleaned.aws.csv:5156,000,1.0
Privacy_Rights_Cleaned.aws.csv:5191,000,1.0
Privacy_Rights_Cleaned.aws.csv:5226,002,1.0
Privacy_Rights_Cleaned.aws.csv:5261,001,1.0
Privacy_Rights_Cleaned.aws.csv:5296,001,1.0
Privacy_Rights_Cleaned.aws.csv:5331,002,1.0
Privacy_Rights_Cleaned.aws.csv:5366,000,0.446866
Privacy_Rights_Cleaned.aws.csv:5366,001,0.401525
Privacy_Rights_Cleaned.aws.csv:5366,002,0.081777
Privacy_Rights_Cleaned.aws.csv:5366,003,0.069832
Privacy_Rights_Cleaned.aws.csv:5401,000,0.688833
Privacy_Rights_Cleaned.aws.csv:5401,001,0.311167
Privacy_Rights_Cleaned.aws.csv:5436,000,0.755365
Privacy_Rights_Cleaned.aws.csv:5436,001,0.126647
Privacy_Rights_Cleaned.aws.csv:5436,004,0.117987
Privacy_Rights_Cleaned.aws.csv:5471,003,1.0
Privacy_Rights_Cleaned.aws.csv:5506,001,1.0
Privacy_Rights_Cleaned.aws.csv:5541,003,1.0
Privacy_Rights_Cleaned.aws.csv:5576,000,1.0
Privacy_Rights_Cleaned.aws.csv:5611,000,1.0
Privacy_Rights_Cleaned.aws.csv:5646,000,1.0
Privacy_Rights_Cleaned.aws.csv:5681,000,0.705598
Privacy_Rights_Cleaned.aws.csv:5681,001,0.235934
Privacy_Rights_Cleaned.aws.csv:5681,003,0.058468
Privacy_Rights_Cleaned.aws.csv:5716,000,0.581165
Privacy_Rights_Cleaned.aws.csv:5716,001,0.292202
Privacy_Rights_Cleaned.aws.csv:5716,002,0.043061
Privacy_Rights_Cleaned.aws.csv:5716,004,0.042059
Privacy_Rights_Cleaned.aws.csv:5716,003,0.041514
Privacy_Rights_Cleaned.aws.csv:5751,000,0.572626
Privacy_Rights_Cleaned.aws.csv:5751,001,0.247743
Privacy_Rights_Cleaned.aws.csv:5751,004,0.126949
Privacy_Rights_Cleaned.aws.csv:5751,003,0.052682
Privacy_Rights_Cleaned.aws.csv:5786,003,1.0
Privacy_Rights_Cleaned.aws.csv:5821,000,0.581182
Privacy_Rights_Cleaned.aws.csv:5821,001,0.329939
Privacy_Rights_Cleaned.aws.csv:5821,004,0.050554
Privacy_Rights_Cleaned.aws.csv:5821,003,0.038325
Privacy_Rights_Cleaned.aws.csv:5856,000,1.0
Privacy_Rights_Cleaned.aws.csv:5891,002,1.0
Privacy_Rights_Cleaned.aws.csv:5926,000,0.572849
Privacy_Rights_Cleaned.aws.csv:5926,001,0.427151
Privacy_Rights_Cleaned.aws.csv:5961,001,0.669128
Privacy_Rights_Cleaned.aws.csv:5961,000,0.246099
Privacy_Rights_Cleaned.aws.csv:5961,003,0.084773
Privacy_Rights_Cleaned.aws.csv:5996,000,0.550674
Privacy_Rights_Cleaned.aws.csv:5996,001,0.358873
Privacy_Rights_Cleaned.aws.csv:5996,003,0.090454
Privacy_Rights_Cleaned.aws.csv:6031,000,0.611646
Privacy_Rights_Cleaned.aws.csv:6031,001,0.287305
Privacy_Rights_Cleaned.aws.csv:6031,004,0.101048
Privacy_Rights_Cleaned.aws.csv:6066,004,1.0
Privacy_Rights_Cleaned.aws.csv:6101,000,0.65856
Privacy_Rights_Cleaned.aws.csv:6101,001,0.196372
Privacy_Rights_Cleaned.aws.csv:6101,004,0.145067
Privacy_Rights_Cleaned.aws.csv:6136,001,1.0
Privacy_Rights_Cleaned.aws.csv:6171,002,1.0
Privacy_Rights_Cleaned.aws.csv:6206,001,0.540654
Privacy_Rights_Cleaned.aws.csv:6206,000,0.459346
Privacy_Rights_Cleaned.aws.csv:6241,004,1.0
Privacy_Rights_Cleaned.aws.csv:6276,003,1.0
Privacy_Rights_Cleaned.aws.csv:6311,000,0.66545
Privacy_Rights_Cleaned.aws.csv:6311,004,0.190256
Privacy_Rights_Cleaned.aws.csv:6311,001,0.144295
Privacy_Rights_Cleaned.aws.csv:6346,001,1.0
Privacy_Rights_Cleaned.aws.csv:6381,000,0.619194
Privacy_Rights_Cleaned.aws.csv:6381,001,0.301106
Privacy_Rights_Cleaned.aws.csv:6381,004,0.0797
Privacy_Rights_Cleaned.aws.csv:6416,004,1.0
Privacy_Rights_Cleaned.aws.csv:6451,000,0.58904
Privacy_Rights_Cleaned.aws.csv:6451,002,0.41096
Privacy_Rights_Cleaned.aws.csv:6486,004,1.0
Privacy_Rights_Cleaned.aws.csv:6521,001,1.0
Privacy_Rights_Cleaned.aws.csv:6556,000,0.621579
Privacy_Rights_Cleaned.aws.csv:6556,001,0.175675
Privacy_Rights_Cleaned.aws.csv:6556,004,0.10572
Privacy_Rights_Cleaned.aws.csv:6556,003,0.097026
Privacy_Rights_Cleaned.aws.csv:6591,004,1.0
Privacy_Rights_Cleaned.aws.csv:6626,000,1.0
Privacy_Rights_Cleaned.aws.csv:6661,001,0.434889
Privacy_Rights_Cleaned.aws.csv:6661,000,0.364965
Privacy_Rights_Cleaned.aws.csv:6661,004,0.200146
Privacy_Rights_Cleaned.aws.csv:6696,001,1.0
Privacy_Rights_Cleaned.aws.csv:6731,001,0.615903
Privacy_Rights_Cleaned.aws.csv:6731,000,0.321382
Privacy_Rights_Cleaned.aws.csv:6731,004,0.050203
Privacy_Rights_Cleaned.aws.csv:6731,003,0.012511
Privacy_Rights_Cleaned.aws.csv:6766,000,0.825848
Privacy_Rights_Cleaned.aws.csv:6766,001,0.122504
Privacy_Rights_Cleaned.aws.csv:6766,003,0.051649
Privacy_Rights_Cleaned.aws.csv:6801,000,0.690859
Privacy_Rights_Cleaned.aws.csv:6801,001,0.309141
Privacy_Rights_Cleaned.aws.csv:6836,000,0.651697
Privacy_Rights_Cleaned.aws.csv:6836,001,0.348301
Privacy_Rights_Cleaned.aws.csv:6871,002,1.0
Privacy_Rights_Cleaned.aws.csv:6906,000,1.0
Privacy_Rights_Cleaned.aws.csv:6941,002,1.0
Privacy_Rights_Cleaned.aws.csv:6976,001,1.0
Privacy_Rights_Cleaned.aws.csv:7011,001,0.843932
Privacy_Rights_Cleaned.aws.csv:7011,000,0.156068
Privacy_Rights_Cleaned.aws.csv:7046,001,1.0
Privacy_Rights_Cleaned.aws.csv:7081,004,1.0
Privacy_Rights_Cleaned.aws.csv:7116,001,1.0
Privacy_Rights_Cleaned.aws.csv:7151,000,0.862758
Privacy_Rights_Cleaned.aws.csv:7151,002,0.137242
Privacy_Rights_Cleaned.aws.csv:7186,000,1.0
Privacy_Rights_Cleaned.aws.csv:7221,000,1.0
Privacy_Rights_Cleaned.aws.csv:7256,000,1.0
Privacy_Rights_Cleaned.aws.csv:7291,002,1.0
Privacy_Rights_Cleaned.aws.csv:7326,001,1.0
Privacy_Rights_Cleaned.aws.csv:7361,002,1.0
Privacy_Rights_Cleaned.aws.csv:7396,000,1.0
Privacy_Rights_Cleaned.aws.csv:7431,001,1.0
Privacy_Rights_Cleaned.aws.csv:7466,004,1.0
Privacy_Rights_Cleaned.aws.csv:7501,001,0.509466
Privacy_Rights_Cleaned.aws.csv:7501,000,0.37515
Privacy_Rights_Cleaned.aws.csv:7501,003,0.115383
Privacy_Rights_Cleaned.aws.csv:7536,003,1.0
Privacy_Rights_Cleaned.aws.csv:7571,001,0.853211
Privacy_Rights_Cleaned.aws.csv:7571,000,0.106143
Privacy_Rights_Cleaned.aws.csv:7571,003,0.040646
Privacy_Rights_Cleaned.aws.csv:7606,004,1.0
Privacy_Rights_Cleaned.aws.csv:7641,000,0.807213
Privacy_Rights_Cleaned.aws.csv:7641,003,0.192787
Privacy_Rights_Cleaned.aws.csv:7676,000,1.0
Privacy_Rights_Cleaned.aws.csv:7711,003,1.0
Privacy_Rights_Cleaned.aws.csv:7746,002,1.0
Privacy_Rights_Cleaned.aws.csv:7781,000,1.0
Privacy_Rights_Cleaned.aws.csv:7816,001,1.0
Privacy_Rights_Cleaned.aws.csv:7851,000,0.62584
Privacy_Rights_Cleaned.aws.csv:7851,002,0.37416
Privacy_Rights_Cleaned.aws.csv:7886,000,1.0
Privacy_Rights_Cleaned.aws.csv:7921,004,1.0
Privacy_Rights_Cleaned.aws.csv:7956,000,1.0
Privacy_Rights_Cleaned.aws.csv:7991,000,0.712831
Privacy_Rights_Cleaned.aws.csv:7991,002,0.237568
Privacy_Rights_Cleaned.aws.csv:7991,003,0.049601
Privacy_Rights_Cleaned.aws.csv:8026,002,1.0
Privacy_Rights_Cleaned.aws.csv:8061,000,0.55128
Privacy_Rights_Cleaned.aws.csv:8061,001,0.403991
Privacy_Rights_Cleaned.aws.csv:8061,003,0.044728
Privacy_Rights_Cleaned.aws.csv:8096,000,1.0
Privacy_Rights_Cleaned.aws.csv:8131,000,1.0
Privacy_Rights_Cleaned.aws.csv:9,000,0.538596
Privacy_Rights_Cleaned.aws.csv:9,001,0.306419
Privacy_Rights_Cleaned.aws.csv:9,004,0.062833
Privacy_Rights_Cleaned.aws.csv:9,003,0.059479
Privacy_Rights_Cleaned.aws.csv:9,002,0.032673
Privacy_Rights_Cleaned.aws.csv:44,000,1.0
Privacy_Rights_Cleaned.aws.csv:79,000,0.573449
Privacy_Rights_Cleaned.aws.csv:79,001,0.294917
Privacy_Rights_Cleaned.aws.csv:79,004,0.106594
Privacy_Rights_Cleaned.aws.csv:79,002,0.025041
Privacy_Rights_Cleaned.aws.csv:114,004,1.0
Privacy_Rights_Cleaned.aws.csv:149,001,1.0
Privacy_Rights_Cleaned.aws.csv:184,002,1.0
Privacy_Rights_Cleaned.aws.csv:219,000,1.0
Privacy_Rights_Cleaned.aws.csv:254,002,1.0
Privacy_Rights_Cleaned.aws.csv:289,001,1.0
Privacy_Rights_Cleaned.aws.csv:324,000,1.0
Privacy_Rights_Cleaned.aws.csv:359,001,1.0
Privacy_Rights_Cleaned.aws.csv:394,001,1.0
Privacy_Rights_Cleaned.aws.csv:429,001,1.0
Privacy_Rights_Cleaned.aws.csv:464,000,1.0
Privacy_Rights_Cleaned.aws.csv:499,001,1.0
Privacy_Rights_Cleaned.aws.csv:534,001,1.0
Privacy_Rights_Cleaned.aws.csv:569,003,1.0
Privacy_Rights_Cleaned.aws.csv:604,002,1.0
Privacy_Rights_Cleaned.aws.csv:639,002,0.747717
Privacy_Rights_Cleaned.aws.csv:639,000,0.194798
Privacy_Rights_Cleaned.aws.csv:639,003,0.057485
Privacy_Rights_Cleaned.aws.csv:674,001,1.0
Privacy_Rights_Cleaned.aws.csv:709,000,1.0
Privacy_Rights_Cleaned.aws.csv:744,000,1.0
Privacy_Rights_Cleaned.aws.csv:779,001,0.463842
Privacy_Rights_Cleaned.aws.csv:779,000,0.413205
Privacy_Rights_Cleaned.aws.csv:779,003,0.084319
Privacy_Rights_Cleaned.aws.csv:779,002,0.038635
Privacy_Rights_Cleaned.aws.csv:814,001,1.0
Privacy_Rights_Cleaned.aws.csv:849,001,1.0
Privacy_Rights_Cleaned.aws.csv:884,000,1.0
Privacy_Rights_Cleaned.aws.csv:919,000,1.0
Privacy_Rights_Cleaned.aws.csv:954,000,1.0
Privacy_Rights_Cleaned.aws.csv:989,000,1.0
Privacy_Rights_Cleaned.aws.csv:1024,002,1.0
Privacy_Rights_Cleaned.aws.csv:1059,003,1.0
Privacy_Rights_Cleaned.aws.csv:1094,000,1.0
Privacy_Rights_Cleaned.aws.csv:1129,000,0.682903
Privacy_Rights_Cleaned.aws.csv:1129,001,0.227219
Privacy_Rights_Cleaned.aws.csv:1129,003,0.089878
Privacy_Rights_Cleaned.aws.csv:1164,000,0.728395
Privacy_Rights_Cleaned.aws.csv:1164,001,0.18627
Privacy_Rights_Cleaned.aws.csv:1164,003,0.054589
Privacy_Rights_Cleaned.aws.csv:1164,004,0.030747
Privacy_Rights_Cleaned.aws.csv:1199,000,1.0
Privacy_Rights_Cleaned.aws.csv:1234,000,1.0
Privacy_Rights_Cleaned.aws.csv:1269,000,0.701861
Privacy_Rights_Cleaned.aws.csv:1269,001,0.181986
Privacy_Rights_Cleaned.aws.csv:1269,004,0.075141
Privacy_Rights_Cleaned.aws.csv:1269,003,0.041012
Privacy_Rights_Cleaned.aws.csv:1304,000,1.0
Privacy_Rights_Cleaned.aws.csv:1339,000,1.0
Privacy_Rights_Cleaned.aws.csv:1374,002,1.0
Privacy_Rights_Cleaned.aws.csv:1409,001,1.0
Privacy_Rights_Cleaned.aws.csv:1444,000,1.0
Privacy_Rights_Cleaned.aws.csv:1479,000,1.0
Privacy_Rights_Cleaned.aws.csv:1514,003,1.0
Privacy_Rights_Cleaned.aws.csv:1549,000,0.556701
Privacy_Rights_Cleaned.aws.csv:1549,001,0.21709
Privacy_Rights_Cleaned.aws.csv:1549,004,0.193684
Privacy_Rights_Cleaned.aws.csv:1549,002,0.032524
Privacy_Rights_Cleaned.aws.csv:1584,000,1.0
Privacy_Rights_Cleaned.aws.csv:1619,002,1.0
Privacy_Rights_Cleaned.aws.csv:1654,000,1.0
Privacy_Rights_Cleaned.aws.csv:1689,000,1.0
Privacy_Rights_Cleaned.aws.csv:1724,000,1.0
Privacy_Rights_Cleaned.aws.csv:1759,000,1.0
Privacy_Rights_Cleaned.aws.csv:1794,002,1.0
Privacy_Rights_Cleaned.aws.csv:1829,002,0.50995
Privacy_Rights_Cleaned.aws.csv:1829,000,0.490051
Privacy_Rights_Cleaned.aws.csv:1864,001,1.0
Privacy_Rights_Cleaned.aws.csv:1899,000,0.52537
Privacy_Rights_Cleaned.aws.csv:1899,001,0.47463
Privacy_Rights_Cleaned.aws.csv:1934,000,0.61934
Privacy_Rights_Cleaned.aws.csv:1934,001,0.224253
Privacy_Rights_Cleaned.aws.csv:1934,004,0.156407
Privacy_Rights_Cleaned.aws.csv:1969,000,1.0
Privacy_Rights_Cleaned.aws.csv:2004,000,1.0
Privacy_Rights_Cleaned.aws.csv:2039,000,1.0
Privacy_Rights_Cleaned.aws.csv:2074,001,0.727521
Privacy_Rights_Cleaned.aws.csv:2074,000,0.272479
Privacy_Rights_Cleaned.aws.csv:2109,001,1.0
Privacy_Rights_Cleaned.aws.csv:2144,000,0.685088
Privacy_Rights_Cleaned.aws.csv:2144,002,0.314912
Privacy_Rights_Cleaned.aws.csv:2179,002,0.515771
Privacy_Rights_Cleaned.aws.csv:2179,000,0.484229
Privacy_Rights_Cleaned.aws.csv:2214,001,1.0
Privacy_Rights_Cleaned.aws.csv:2249,000,0.74535
Privacy_Rights_Cleaned.aws.csv:2249,003,0.25465
Privacy_Rights_Cleaned.aws.csv:2284,004,1.0
Privacy_Rights_Cleaned.aws.csv:2319,000,1.0
Privacy_Rights_Cleaned.aws.csv:2354,000,1.0
Privacy_Rights_Cleaned.aws.csv:2389,000,1.0
Privacy_Rights_Cleaned.aws.csv:2424,002,0.631633
Privacy_Rights_Cleaned.aws.csv:2424,000,0.368367
Privacy_Rights_Cleaned.aws.csv:2459,003,1.0
Privacy_Rights_Cleaned.aws.csv:2494,000,0.496754
Privacy_Rights_Cleaned.aws.csv:2494,002,0.397509
Privacy_Rights_Cleaned.aws.csv:2494,003,0.105737
Privacy_Rights_Cleaned.aws.csv:2529,000,0.708142
Privacy_Rights_Cleaned.aws.csv:2529,001,0.291859
Privacy_Rights_Cleaned.aws.csv:2564,001,1.0
Privacy_Rights_Cleaned.aws.csv:2599,000,0.603699
Privacy_Rights_Cleaned.aws.csv:2599,001,0.264383
Privacy_Rights_Cleaned.aws.csv:2599,004,0.131918
Privacy_Rights_Cleaned.aws.csv:2634,000,1.0
Privacy_Rights_Cleaned.aws.csv:2669,000,1.0
Privacy_Rights_Cleaned.aws.csv:2704,000,0.526812
Privacy_Rights_Cleaned.aws.csv:2704,001,0.473188
Privacy_Rights_Cleaned.aws.csv:2739,000,0.733597
Privacy_Rights_Cleaned.aws.csv:2739,001,0.266403
Privacy_Rights_Cleaned.aws.csv:2774,000,1.0
Privacy_Rights_Cleaned.aws.csv:2809,001,1.0
Privacy_Rights_Cleaned.aws.csv:2844,000,1.0
Privacy_Rights_Cleaned.aws.csv:2879,000,0.581272
Privacy_Rights_Cleaned.aws.csv:2879,001,0.276028
Privacy_Rights_Cleaned.aws.csv:2879,004,0.087863
Privacy_Rights_Cleaned.aws.csv:2879,003,0.031616
Privacy_Rights_Cleaned.aws.csv:2879,002,0.023221
Privacy_Rights_Cleaned.aws.csv:2914,001,1.0
Privacy_Rights_Cleaned.aws.csv:2949,004,1.0
Privacy_Rights_Cleaned.aws.csv:2984,000,1.0
Privacy_Rights_Cleaned.aws.csv:3019,000,0.552316
Privacy_Rights_Cleaned.aws.csv:3019,001,0.447684
Privacy_Rights_Cleaned.aws.csv:3054,000,0.546069
Privacy_Rights_Cleaned.aws.csv:3054,001,0.333435
Privacy_Rights_Cleaned.aws.csv:3054,004,0.120496
Privacy_Rights_Cleaned.aws.csv:3089,000,0.773233
Privacy_Rights_Cleaned.aws.csv:3089,003,0.226767
Privacy_Rights_Cleaned.aws.csv:3124,000,0.643343
Privacy_Rights_Cleaned.aws.csv:3124,001,0.263608
Privacy_Rights_Cleaned.aws.csv:3124,004,0.068992
Privacy_Rights_Cleaned.aws.csv:3124,002,0.024058
Privacy_Rights_Cleaned.aws.csv:3159,000,1.0
Privacy_Rights_Cleaned.aws.csv:3194,000,1.0
Privacy_Rights_Cleaned.aws.csv:3229,004,1.0
Privacy_Rights_Cleaned.aws.csv:3264,000,1.0
Privacy_Rights_Cleaned.aws.csv:3299,001,1.0
Privacy_Rights_Cleaned.aws.csv:3334,000,0.690309
Privacy_Rights_Cleaned.aws.csv:3334,001,0.309691
Privacy_Rights_Cleaned.aws.csv:3369,000,1.0
Privacy_Rights_Cleaned.aws.csv:3404,000,1.0
Privacy_Rights_Cleaned.aws.csv:3439,001,1.0
Privacy_Rights_Cleaned.aws.csv:3474,000,1.0
Privacy_Rights_Cleaned.aws.csv:3509,000,1.0
Privacy_Rights_Cleaned.aws.csv:3544,000,0.485431
Privacy_Rights_Cleaned.aws.csv:3544,002,0.438309
Privacy_Rights_Cleaned.aws.csv:3544,004,0.07626
Privacy_Rights_Cleaned.aws.csv:3579,000,0.611721
Privacy_Rights_Cleaned.aws.csv:3579,001,0.331758
Privacy_Rights_Cleaned.aws.csv:3579,003,0.056521
Privacy_Rights_Cleaned.aws.csv:3614,002,0.770626
Privacy_Rights_Cleaned.aws.csv:3614,000,0.229374
Privacy_Rights_Cleaned.aws.csv:3649,000,0.729565
Privacy_Rights_Cleaned.aws.csv:3649,003,0.270435
Privacy_Rights_Cleaned.aws.csv:3684,000,0.569538
Privacy_Rights_Cleaned.aws.csv:3684,001,0.430462
Privacy_Rights_Cleaned.aws.csv:3719,000,1.0
Privacy_Rights_Cleaned.aws.csv:3754,001,0.522212
Privacy_Rights_Cleaned.aws.csv:3754,000,0.390612
Privacy_Rights_Cleaned.aws.csv:3754,003,0.087176
Privacy_Rights_Cleaned.aws.csv:3789,000,0.487668
Privacy_Rights_Cleaned.aws.csv:3789,001,0.339612
Privacy_Rights_Cleaned.aws.csv:3789,003,0.072979
Privacy_Rights_Cleaned.aws.csv:3789,004,0.063279
Privacy_Rights_Cleaned.aws.csv:3789,002,0.036462
Privacy_Rights_Cleaned.aws.csv:3824,003,1.0
Privacy_Rights_Cleaned.aws.csv:3859,001,1.0
Privacy_Rights_Cleaned.aws.csv:3894,004,1.0
Privacy_Rights_Cleaned.aws.csv:3929,000,1.0
Privacy_Rights_Cleaned.aws.csv:3964,000,1.0
Privacy_Rights_Cleaned.aws.csv:3999,000,0.772276
Privacy_Rights_Cleaned.aws.csv:3999,003,0.227724
Privacy_Rights_Cleaned.aws.csv:4034,002,1.0
Privacy_Rights_Cleaned.aws.csv:4069,000,1.0
Privacy_Rights_Cleaned.aws.csv:4127,004,1.0
Privacy_Rights_Cleaned.aws.csv:4162,001,1.0
Privacy_Rights_Cleaned.aws.csv:4197,000,0.670641
Privacy_Rights_Cleaned.aws.csv:4197,001,0.177547
Privacy_Rights_Cleaned.aws.csv:4197,004,0.069515
Privacy_Rights_Cleaned.aws.csv:4197,003,0.056729
Privacy_Rights_Cleaned.aws.csv:4197,002,0.025569
Privacy_Rights_Cleaned.aws.csv:4232,000,1.0
Privacy_Rights_Cleaned.aws.csv:4267,000,1.0
Privacy_Rights_Cleaned.aws.csv:4302,001,1.0
Privacy_Rights_Cleaned.aws.csv:4337,001,0.672493
Privacy_Rights_Cleaned.aws.csv:4337,000,0.187643
Privacy_Rights_Cleaned.aws.csv:4337,003,0.139863
Privacy_Rights_Cleaned.aws.csv:4372,001,0.449919
Privacy_Rights_Cleaned.aws.csv:4372,000,0.37111
Privacy_Rights_Cleaned.aws.csv:4372,004,0.115023
Privacy_Rights_Cleaned.aws.csv:4372,003,0.063949
Privacy_Rights_Cleaned.aws.csv:4407,001,1.0
Privacy_Rights_Cleaned.aws.csv:4442,004,1.0
Privacy_Rights_Cleaned.aws.csv:4477,000,1.0
Privacy_Rights_Cleaned.aws.csv:4512,002,0.660498
Privacy_Rights_Cleaned.aws.csv:4512,000,0.339502
Privacy_Rights_Cleaned.aws.csv:4547,000,0.57884
Privacy_Rights_Cleaned.aws.csv:4547,001,0.379421
Privacy_Rights_Cleaned.aws.csv:4547,003,0.041739
Privacy_Rights_Cleaned.aws.csv:4582,004,1.0
Privacy_Rights_Cleaned.aws.csv:4617,000,1.0
Privacy_Rights_Cleaned.aws.csv:4652,000,1.0
Privacy_Rights_Cleaned.aws.csv:4687,004,1.0
Privacy_Rights_Cleaned.aws.csv:4722,000,1.0
Privacy_Rights_Cleaned.aws.csv:4757,004,1.0
Privacy_Rights_Cleaned.aws.csv:4792,000,0.590469
Privacy_Rights_Cleaned.aws.csv:4792,001,0.341469
Privacy_Rights_Cleaned.aws.csv:4792,003,0.068062
Privacy_Rights_Cleaned.aws.csv:4827,001,1.0
Privacy_Rights_Cleaned.aws.csv:4862,004,1.0
Privacy_Rights_Cleaned.aws.csv:4897,002,1.0
Privacy_Rights_Cleaned.aws.csv:4932,000,1.0
Privacy_Rights_Cleaned.aws.csv:4967,004,1.0
Privacy_Rights_Cleaned.aws.csv:5002,003,1.0
Privacy_Rights_Cleaned.aws.csv:5037,003,1.0
Privacy_Rights_Cleaned.aws.csv:5072,001,1.0
Privacy_Rights_Cleaned.aws.csv:5107,003,1.0
Privacy_Rights_Cleaned.aws.csv:5142,001,1.0
Privacy_Rights_Cleaned.aws.csv:5177,001,0.706448
Privacy_Rights_Cleaned.aws.csv:5177,000,0.280711
Privacy_Rights_Cleaned.aws.csv:5177,002,0.012841
Privacy_Rights_Cleaned.aws.csv:5212,000,0.708584
Privacy_Rights_Cleaned.aws.csv:5212,001,0.170745
Privacy_Rights_Cleaned.aws.csv:5212,004,0.077791
Privacy_Rights_Cleaned.aws.csv:5212,003,0.04288
Privacy_Rights_Cleaned.aws.csv:5247,000,0.490892
Privacy_Rights_Cleaned.aws.csv:5247,001,0.289829
