docname,topic,proportion
Privacy_Rights_Cleaned.aws.csv:3059,000,0.418056
Privacy_Rights_Cleaned.aws.csv:3059,001,0.268642
Privacy_Rights_Cleaned.aws.csv:3059,002,0.159465
Privacy_Rights_Cleaned.aws.csv:3059,003,0.153837
Privacy_Rights_Cleaned.aws.csv:3094,000,1.0
Privacy_Rights_Cleaned.aws.csv:3129,001,1.0
Privacy_Rights_Cleaned.aws.csv:3164,001,0.642833
Privacy_Rights_Cleaned.aws.csv:3164,000,0.357167
Privacy_Rights_Cleaned.aws.csv:3199,002,1.0
Privacy_Rights_Cleaned.aws.csv:3234,004,1.0
Privacy_Rights_Cleaned.aws.csv:3269,000,1.0
Privacy_Rights_Cleaned.aws.csv:3304,001,1.0
Privacy_Rights_Cleaned.aws.csv:3339,001,0.475122
Privacy_Rights_Cleaned.aws.csv:3339,000,0.452861
Privacy_Rights_Cleaned.aws.csv:3339,004,0.072017
Privacy_Rights_Cleaned.aws.csv:3374,000,1.0
Privacy_Rights_Cleaned.aws.csv:3409,000,0.651739
Privacy_Rights_Cleaned.aws.csv:3409,001,0.197098
Privacy_Rights_Cleaned.aws.csv:3409,004,0.116376
Privacy_Rights_Cleaned.aws.csv:3409,003,0.034786
Privacy_Rights_Cleaned.aws.csv:3444,000,0.551394
Privacy_Rights_Cleaned.aws.csv:3444,001,0.317508
Privacy_Rights_Cleaned.aws.csv:3444,002,0.067447
Privacy_Rights_Cleaned.aws.csv:3444,003,0.063651
Privacy_Rights_Cleaned.aws.csv:3479,003,1.0
Privacy_Rights_Cleaned.aws.csv:3514,000,0.827255
Privacy_Rights_Cleaned.aws.csv:3514,003,0.172745
Privacy_Rights_Cleaned.aws.csv:3549,000,1.0
Privacy_Rights_Cleaned.aws.csv:3584,000,1.0
Privacy_Rights_Cleaned.aws.csv:3619,000,1.0
Privacy_Rights_Cleaned.aws.csv:3654,000,0.478899
Privacy_Rights_Cleaned.aws.csv:3654,001,0.318184
Privacy_Rights_Cleaned.aws.csv:3654,004,0.131857
Privacy_Rights_Cleaned.aws.csv:3654,003,0.07106
Privacy_Rights_Cleaned.aws.csv:3689,004,1.0
Privacy_Rights_Cleaned.aws.csv:3724,002,1.0
Privacy_Rights_Cleaned.aws.csv:3759,001,1.0
Privacy_Rights_Cleaned.aws.csv:3794,000,0.717624
Privacy_Rights_Cleaned.aws.csv:3794,001,0.203726
Privacy_Rights_Cleaned.aws.csv:3794,003,0.07865
Privacy_Rights_Cleaned.aws.csv:3829,000,0.670685
Privacy_Rights_Cleaned.aws.csv:3829,002,0.329315
Privacy_Rights_Cleaned.aws.csv:3864,002,1.0
Privacy_Rights_Cleaned.aws.csv:3899,000,1.0
Privacy_Rights_Cleaned.aws.csv:3934,001,1.0
Privacy_Rights_Cleaned.aws.csv:3969,000,1.0
Privacy_Rights_Cleaned.aws.csv:4004,003,0.618097
Privacy_Rights_Cleaned.aws.csv:4004,000,0.381903
Privacy_Rights_Cleaned.aws.csv:4039,000,1.0
Privacy_Rights_Cleaned.aws.csv:4074,001,1.0
Privacy_Rights_Cleaned.aws.csv:4132,004,1.0
Privacy_Rights_Cleaned.aws.csv:4167,000,1.0
Privacy_Rights_Cleaned.aws.csv:4202,003,0.503724
Privacy_Rights_Cleaned.aws.csv:4202,000,0.318849
Privacy_Rights_Cleaned.aws.csv:4202,001,0.177427
Privacy_Rights_Cleaned.aws.csv:4237,004,1.0
Privacy_Rights_Cleaned.aws.csv:4272,000,1.0
Privacy_Rights_Cleaned.aws.csv:4307,004,1.0
Privacy_Rights_Cleaned.aws.csv:4342,001,1.0
Privacy_Rights_Cleaned.aws.csv:4377,001,0.611797
Privacy_Rights_Cleaned.aws.csv:4377,000,0.377872
Privacy_Rights_Cleaned.aws.csv:4377,003,0.010331
Privacy_Rights_Cleaned.aws.csv:4412,003,1.0
Privacy_Rights_Cleaned.aws.csv:4447,000,0.626026
Privacy_Rights_Cleaned.aws.csv:4447,001,0.209078
Privacy_Rights_Cleaned.aws.csv:4447,004,0.092281
Privacy_Rights_Cleaned.aws.csv:4447,002,0.036804
Privacy_Rights_Cleaned.aws.csv:4447,003,0.035811
Privacy_Rights_Cleaned.aws.csv:4482,000,1.0
Privacy_Rights_Cleaned.aws.csv:4517,001,1.0
Privacy_Rights_Cleaned.aws.csv:4552,002,1.0
Privacy_Rights_Cleaned.aws.csv:4587,000,1.0
Privacy_Rights_Cleaned.aws.csv:4622,000,1.0
Privacy_Rights_Cleaned.aws.csv:4657,003,1.0
Privacy_Rights_Cleaned.aws.csv:4692,000,1.0
Privacy_Rights_Cleaned.aws.csv:4727,003,1.0
Privacy_Rights_Cleaned.aws.csv:4762,000,0.577432
Privacy_Rights_Cleaned.aws.csv:4762,002,0.297425
Privacy_Rights_Cleaned.aws.csv:4762,003,0.125143
Privacy_Rights_Cleaned.aws.csv:4797,000,1.0
Privacy_Rights_Cleaned.aws.csv:4832,000,1.0
Privacy_Rights_Cleaned.aws.csv:4867,000,0.739656
Privacy_Rights_Cleaned.aws.csv:4867,001,0.202214
Privacy_Rights_Cleaned.aws.csv:4867,004,0.033769
Privacy_Rights_Cleaned.aws.csv:4867,003,0.024361
Privacy_Rights_Cleaned.aws.csv:4902,001,1.0
Privacy_Rights_Cleaned.aws.csv:4937,000,0.642667
Privacy_Rights_Cleaned.aws.csv:4937,003,0.357333
Privacy_Rights_Cleaned.aws.csv:4972,003,1.0
Privacy_Rights_Cleaned.aws.csv:5007,000,1.0
Privacy_Rights_Cleaned.aws.csv:5042,000,1.0
Privacy_Rights_Cleaned.aws.csv:5077,000,1.0
Privacy_Rights_Cleaned.aws.csv:5112,001,1.0
Privacy_Rights_Cleaned.aws.csv:5147,001,1.0
Privacy_Rights_Cleaned.aws.csv:5182,002,0.626525
Privacy_Rights_Cleaned.aws.csv:5182,000,0.373475
Privacy_Rights_Cleaned.aws.csv:5217,000,0.75389
Privacy_Rights_Cleaned.aws.csv:5217,003,0.246109
Privacy_Rights_Cleaned.aws.csv:5252,000,1.0
Privacy_Rights_Cleaned.aws.csv:5287,000,1.0
Privacy_Rights_Cleaned.aws.csv:5322,004,1.0
Privacy_Rights_Cleaned.aws.csv:5357,000,0.671771
Privacy_Rights_Cleaned.aws.csv:5357,001,0.22687
Privacy_Rights_Cleaned.aws.csv:5357,003,0.056278
Privacy_Rights_Cleaned.aws.csv:5357,004,0.045081
Privacy_Rights_Cleaned.aws.csv:5392,000,1.0
Privacy_Rights_Cleaned.aws.csv:5427,000,1.0
Privacy_Rights_Cleaned.aws.csv:5462,004,1.0
Privacy_Rights_Cleaned.aws.csv:5497,004,1.0
Privacy_Rights_Cleaned.aws.csv:5532,004,1.0
Privacy_Rights_Cleaned.aws.csv:5567,000,1.0
Privacy_Rights_Cleaned.aws.csv:5602,000,1.0
Privacy_Rights_Cleaned.aws.csv:5637,000,1.0
Privacy_Rights_Cleaned.aws.csv:5672,000,1.0
Privacy_Rights_Cleaned.aws.csv:5707,000,0.501914
Privacy_Rights_Cleaned.aws.csv:5707,001,0.416419
Privacy_Rights_Cleaned.aws.csv:5707,004,0.077459
Privacy_Rights_Cleaned.aws.csv:5707,002,0.004208
Privacy_Rights_Cleaned.aws.csv:5742,001,1.0
Privacy_Rights_Cleaned.aws.csv:5777,000,1.0
Privacy_Rights_Cleaned.aws.csv:5812,001,1.0
Privacy_Rights_Cleaned.aws.csv:5847,003,1.0
Privacy_Rights_Cleaned.aws.csv:5882,002,1.0
Privacy_Rights_Cleaned.aws.csv:5917,000,0.674567
Privacy_Rights_Cleaned.aws.csv:5917,001,0.325433
Privacy_Rights_Cleaned.aws.csv:5952,000,1.0
Privacy_Rights_Cleaned.aws.csv:5987,001,0.66425
Privacy_Rights_Cleaned.aws.csv:5987,000,0.276061
Privacy_Rights_Cleaned.aws.csv:5987,003,0.059689
Privacy_Rights_Cleaned.aws.csv:6022,003,1.0
Privacy_Rights_Cleaned.aws.csv:6057,000,1.0
Privacy_Rights_Cleaned.aws.csv:6092,000,1.0
Privacy_Rights_Cleaned.aws.csv:6127,000,1.0
Privacy_Rights_Cleaned.aws.csv:6162,000,1.0
Privacy_Rights_Cleaned.aws.csv:6197,003,1.0
Privacy_Rights_Cleaned.aws.csv:6232,000,1.0
Privacy_Rights_Cleaned.aws.csv:6267,000,0.551991
Privacy_Rights_Cleaned.aws.csv:6267,001,0.448008
Privacy_Rights_Cleaned.aws.csv:6302,002,1.0
Privacy_Rights_Cleaned.aws.csv:6337,001,1.0
Privacy_Rights_Cleaned.aws.csv:6372,001,1.0
Privacy_Rights_Cleaned.aws.csv:6407,002,0.650007
Privacy_Rights_Cleaned.aws.csv:6407,000,0.264538
Privacy_Rights_Cleaned.aws.csv:6407,001,0.085455
Privacy_Rights_Cleaned.aws.csv:6442,000,1.0
Privacy_Rights_Cleaned.aws.csv:6477,000,1.0
Privacy_Rights_Cleaned.aws.csv:6512,000,1.0
Privacy_Rights_Cleaned.aws.csv:6547,000,1.0
Privacy_Rights_Cleaned.aws.csv:6582,004,1.0
Privacy_Rights_Cleaned.aws.csv:6617,000,1.0
Privacy_Rights_Cleaned.aws.csv:6652,000,1.0
Privacy_Rights_Cleaned.aws.csv:6687,000,1.0
Privacy_Rights_Cleaned.aws.csv:6722,000,0.523711
Privacy_Rights_Cleaned.aws.csv:6722,003,0.476289
Privacy_Rights_Cleaned.aws.csv:6757,003,1.0
Privacy_Rights_Cleaned.aws.csv:6792,002,1.0
Privacy_Rights_Cleaned.aws.csv:6827,004,1.0
Privacy_Rights_Cleaned.aws.csv:6862,000,0.810485
Privacy_Rights_Cleaned.aws.csv:6862,002,0.189514
Privacy_Rights_Cleaned.aws.csv:6897,000,1.0
Privacy_Rights_Cleaned.aws.csv:6932,001,1.0
Privacy_Rights_Cleaned.aws.csv:6967,001,0.643307
Privacy_Rights_Cleaned.aws.csv:6967,000,0.356693
Privacy_Rights_Cleaned.aws.csv:7002,000,1.0
Privacy_Rights_Cleaned.aws.csv:7037,001,0.468273
Privacy_Rights_Cleaned.aws.csv:7037,000,0.460005
Privacy_Rights_Cleaned.aws.csv:7037,004,0.071722
Privacy_Rights_Cleaned.aws.csv:7072,001,1.0
Privacy_Rights_Cleaned.aws.csv:7107,000,1.0
Privacy_Rights_Cleaned.aws.csv:7142,000,0.554944
Privacy_Rights_Cleaned.aws.csv:7142,002,0.445056
Privacy_Rights_Cleaned.aws.csv:7177,000,1.0
Privacy_Rights_Cleaned.aws.csv:7212,002,0.528561
Privacy_Rights_Cleaned.aws.csv:7212,000,0.471439
Privacy_Rights_Cleaned.aws.csv:7247,000,0.659267
Privacy_Rights_Cleaned.aws.csv:7247,001,0.340733
Privacy_Rights_Cleaned.aws.csv:7282,003,1.0
Privacy_Rights_Cleaned.aws.csv:7317,000,0.517754
Privacy_Rights_Cleaned.aws.csv:7317,001,0.364473
Privacy_Rights_Cleaned.aws.csv:7317,003,0.059273
Privacy_Rights_Cleaned.aws.csv:7317,004,0.058499
Privacy_Rights_Cleaned.aws.csv:7352,004,1.0
Privacy_Rights_Cleaned.aws.csv:7387,003,1.0
Privacy_Rights_Cleaned.aws.csv:7422,000,1.0
Privacy_Rights_Cleaned.aws.csv:7457,000,1.0
Privacy_Rights_Cleaned.aws.csv:7492,000,1.0
Privacy_Rights_Cleaned.aws.csv:7527,001,1.0
Privacy_Rights_Cleaned.aws.csv:7562,003,1.0
Privacy_Rights_Cleaned.aws.csv:7597,000,1.0
Privacy_Rights_Cleaned.aws.csv:7632,002,1.0
Privacy_Rights_Cleaned.aws.csv:7667,001,1.0
Privacy_Rights_Cleaned.aws.csv:7702,000,1.0
Privacy_Rights_Cleaned.aws.csv:7737,000,1.0
Privacy_Rights_Cleaned.aws.csv:7772,004,1.0
Privacy_Rights_Cleaned.aws.csv:7807,004,1.0
Privacy_Rights_Cleaned.aws.csv:7842,002,1.0
Privacy_Rights_Cleaned.aws.csv:7877,000,1.0
Privacy_Rights_Cleaned.aws.csv:7912,000,1.0
Privacy_Rights_Cleaned.aws.csv:7947,004,1.0
Privacy_Rights_Cleaned.aws.csv:7982,000,1.0
Privacy_Rights_Cleaned.aws.csv:8017,002,1.0
Privacy_Rights_Cleaned.aws.csv:8052,003,1.0
Privacy_Rights_Cleaned.aws.csv:8087,003,1.0
Privacy_Rights_Cleaned.aws.csv:8122,004,1.0
Privacy_Rights_Cleaned.aws.csv:21,000,1.0
Privacy_Rights_Cleaned.aws.csv:56,000,0.767591
Privacy_Rights_Cleaned.aws.csv:56,003,0.23241
Privacy_Rights_Cleaned.aws.csv:91,001,1.0
Privacy_Rights_Cleaned.aws.csv:126,001,0.461565
Privacy_Rights_Cleaned.aws.csv:126,000,0.376611
Privacy_Rights_Cleaned.aws.csv:126,004,0.088163
Privacy_Rights_Cleaned.aws.csv:126,002,0.040113
Privacy_Rights_Cleaned.aws.csv:126,003,0.033548
Privacy_Rights_Cleaned.aws.csv:161,001,1.0
Privacy_Rights_Cleaned.aws.csv:196,003,1.0
Privacy_Rights_Cleaned.aws.csv:231,004,1.0
Privacy_Rights_Cleaned.aws.csv:266,004,1.0
Privacy_Rights_Cleaned.aws.csv:301,000,1.0
Privacy_Rights_Cleaned.aws.csv:336,000,1.0
Privacy_Rights_Cleaned.aws.csv:371,000,0.510752
Privacy_Rights_Cleaned.aws.csv:371,001,0.354245
Privacy_Rights_Cleaned.aws.csv:371,004,0.075382
Privacy_Rights_Cleaned.aws.csv:371,003,0.059621
Privacy_Rights_Cleaned.aws.csv:406,001,1.0
Privacy_Rights_Cleaned.aws.csv:441,000,1.0
Privacy_Rights_Cleaned.aws.csv:476,000,1.0
Privacy_Rights_Cleaned.aws.csv:511,000,1.0
Privacy_Rights_Cleaned.aws.csv:546,003,1.0
Privacy_Rights_Cleaned.aws.csv:581,001,1.0
Privacy_Rights_Cleaned.aws.csv:616,001,1.0
Privacy_Rights_Cleaned.aws.csv:651,004,1.0
Privacy_Rights_Cleaned.aws.csv:686,004,1.0
Privacy_Rights_Cleaned.aws.csv:721,001,1.0
Privacy_Rights_Cleaned.aws.csv:756,002,1.0
Privacy_Rights_Cleaned.aws.csv:791,000,0.563481
Privacy_Rights_Cleaned.aws.csv:791,001,0.245906
Privacy_Rights_Cleaned.aws.csv:791,004,0.099655
Privacy_Rights_Cleaned.aws.csv:791,003,0.060264
Privacy_Rights_Cleaned.aws.csv:791,002,0.030694
Privacy_Rights_Cleaned.aws.csv:826,000,1.0
Privacy_Rights_Cleaned.aws.csv:861,003,1.0
Privacy_Rights_Cleaned.aws.csv:896,001,0.735444
Privacy_Rights_Cleaned.aws.csv:896,000,0.238282
Privacy_Rights_Cleaned.aws.csv:896,003,0.026273
Privacy_Rights_Cleaned.aws.csv:931,001,1.0
Privacy_Rights_Cleaned.aws.csv:966,001,1.0
Privacy_Rights_Cleaned.aws.csv:1001,001,1.0
Privacy_Rights_Cleaned.aws.csv:1036,003,1.0
Privacy_Rights_Cleaned.aws.csv:1071,000,1.0
Privacy_Rights_Cleaned.aws.csv:1106,000,1.0
Privacy_Rights_Cleaned.aws.csv:1141,000,1.0
Privacy_Rights_Cleaned.aws.csv:1176,001,1.0
Privacy_Rights_Cleaned.aws.csv:1211,000,0.857157
Privacy_Rights_Cleaned.aws.csv:1211,002,0.142843
Privacy_Rights_Cleaned.aws.csv:1246,000,0.639456
Privacy_Rights_Cleaned.aws.csv:1246,001,0.217107
Privacy_Rights_Cleaned.aws.csv:1246,004,0.143437
Privacy_Rights_Cleaned.aws.csv:1281,000,1.0
Privacy_Rights_Cleaned.aws.csv:1316,003,1.0
Privacy_Rights_Cleaned.aws.csv:1351,001,1.0
Privacy_Rights_Cleaned.aws.csv:1386,000,1.0
Privacy_Rights_Cleaned.aws.csv:1421,002,1.0
Privacy_Rights_Cleaned.aws.csv:1456,000,0.627767
Privacy_Rights_Cleaned.aws.csv:1456,001,0.372233
Privacy_Rights_Cleaned.aws.csv:1491,003,1.0
Privacy_Rights_Cleaned.aws.csv:1526,000,0.565026
Privacy_Rights_Cleaned.aws.csv:1526,001,0.136957
Privacy_Rights_Cleaned.aws.csv:1526,002,0.114793
Privacy_Rights_Cleaned.aws.csv:1526,004,0.103618
Privacy_Rights_Cleaned.aws.csv:1526,003,0.079607
Privacy_Rights_Cleaned.aws.csv:1561,000,1.0
Privacy_Rights_Cleaned.aws.csv:1596,001,1.0
Privacy_Rights_Cleaned.aws.csv:1631,000,1.0
Privacy_Rights_Cleaned.aws.csv:1666,003,1.0
Privacy_Rights_Cleaned.aws.csv:1701,000,1.0
Privacy_Rights_Cleaned.aws.csv:1736,000,1.0
Privacy_Rights_Cleaned.aws.csv:1771,003,1.0
Privacy_Rights_Cleaned.aws.csv:1806,000,0.533882
Privacy_Rights_Cleaned.aws.csv:1806,001,0.320586
Privacy_Rights_Cleaned.aws.csv:1806,004,0.09446
Privacy_Rights_Cleaned.aws.csv:1806,003,0.051073
Privacy_Rights_Cleaned.aws.csv:1841,000,0.772947
Privacy_Rights_Cleaned.aws.csv:1841,002,0.217969
Privacy_Rights_Cleaned.aws.csv:1841,003,0.009084
Privacy_Rights_Cleaned.aws.csv:1876,000,0.719072
Privacy_Rights_Cleaned.aws.csv:1876,001,0.181266
Privacy_Rights_Cleaned.aws.csv:1876,003,0.099662
Privacy_Rights_Cleaned.aws.csv:1911,001,1.0
Privacy_Rights_Cleaned.aws.csv:1946,002,1.0
Privacy_Rights_Cleaned.aws.csv:1981,000,1.0
Privacy_Rights_Cleaned.aws.csv:2016,004,1.0
Privacy_Rights_Cleaned.aws.csv:2051,000,0.629103
Privacy_Rights_Cleaned.aws.csv:2051,001,0.157975
Privacy_Rights_Cleaned.aws.csv:2051,002,0.072747
Privacy_Rights_Cleaned.aws.csv:2051,004,0.070545
Privacy_Rights_Cleaned.aws.csv:2051,003,0.069629
Privacy_Rights_Cleaned.aws.csv:2086,003,1.0
Privacy_Rights_Cleaned.aws.csv:2121,000,0.5694
Privacy_Rights_Cleaned.aws.csv:2121,001,0.4306
Privacy_Rights_Cleaned.aws.csv:2156,002,1.0
Privacy_Rights_Cleaned.aws.csv:2191,000,1.0
Privacy_Rights_Cleaned.aws.csv:2226,001,0.632836
Privacy_Rights_Cleaned.aws.csv:2226,000,0.338312
Privacy_Rights_Cleaned.aws.csv:2226,003,0.028853
Privacy_Rights_Cleaned.aws.csv:2261,003,1.0
Privacy_Rights_Cleaned.aws.csv:2296,000,0.583733
Privacy_Rights_Cleaned.aws.csv:2296,002,0.416267
Privacy_Rights_Cleaned.aws.csv:2331,001,1.0
Privacy_Rights_Cleaned.aws.csv:2366,004,1.0
Privacy_Rights_Cleaned.aws.csv:2401,000,1.0
Privacy_Rights_Cleaned.aws.csv:2436,000,1.0
Privacy_Rights_Cleaned.aws.csv:2471,004,1.0
Privacy_Rights_Cleaned.aws.csv:2506,004,1.0
Privacy_Rights_Cleaned.aws.csv:2541,001,0.629717
Privacy_Rights_Cleaned.aws.csv:2541,000,0.337001
Privacy_Rights_Cleaned.aws.csv:2541,003,0.033282
Privacy_Rights_Cleaned.aws.csv:2576,001,1.0
Privacy_Rights_Cleaned.aws.csv:2611,000,1.0
Privacy_Rights_Cleaned.aws.csv:2646,000,0.65321
Privacy_Rights_Cleaned.aws.csv:2646,004,0.183444
Privacy_Rights_Cleaned.aws.csv:2646,001,0.163346
Privacy_Rights_Cleaned.aws.csv:2681,000,1.0
Privacy_Rights_Cleaned.aws.csv:2716,001,0.589654
Privacy_Rights_Cleaned.aws.csv:2716,000,0.354026
Privacy_Rights_Cleaned.aws.csv:2716,003,0.05632
Privacy_Rights_Cleaned.aws.csv:2751,004,1.0
Privacy_Rights_Cleaned.aws.csv:2786,000,1.0
Privacy_Rights_Cleaned.aws.csv:2821,000,1.0
Privacy_Rights_Cleaned.aws.csv:2856,000,0.703044
Privacy_Rights_Cleaned.aws.csv:2856,002,0.244162
Privacy_Rights_Cleaned.aws.csv:2856,003,0.052794
Privacy_Rights_Cleaned.aws.csv:2891,000,1.0
Privacy_Rights_Cleaned.aws.csv:2926,000,1.0
Privacy_Rights_Cleaned.aws.csv:2961,000,0.638411
Privacy_Rights_Cleaned.aws.csv:2961,001,0.289186
Privacy_Rights_Cleaned.aws.csv:2961,003,0.072402
Privacy_Rights_Cleaned.aws.csv:2996,000,1.0
Privacy_Rights_Cleaned.aws.csv:3031,002,1.0
Privacy_Rights_Cleaned.aws.csv:3066,003,1.0
Privacy_Rights_Cleaned.aws.csv:3101,004,1.0
Privacy_Rights_Cleaned.aws.csv:3136,002,1.0
Privacy_Rights_Cleaned.aws.csv:3171,002,1.0
Privacy_Rights_Cleaned.aws.csv:3206,004,1.0
Privacy_Rights_Cleaned.aws.csv:3241,000,0.709502
Privacy_Rights_Cleaned.aws.csv:3241,001,0.246047
Privacy_Rights_Cleaned.aws.csv:3241,003,0.044451
Privacy_Rights_Cleaned.aws.csv:3276,004,1.0
Privacy_Rights_Cleaned.aws.csv:3311,000,1.0
Privacy_Rights_Cleaned.aws.csv:3346,003,1.0
Privacy_Rights_Cleaned.aws.csv:3381,000,0.62293
Privacy_Rights_Cleaned.aws.csv:3381,001,0.37707
Privacy_Rights_Cleaned.aws.csv:3416,001,0.624068
Privacy_Rights_Cleaned.aws.csv:3416,000,0.375932
Privacy_Rights_Cleaned.aws.csv:3451,000,0.535622
Privacy_Rights_Cleaned.aws.csv:3451,003,0.464378
Privacy_Rights_Cleaned.aws.csv:3486,000,1.0
Privacy_Rights_Cleaned.aws.csv:3521,004,1.0
Privacy_Rights_Cleaned.aws.csv:3556,001,0.506753
Privacy_Rights_Cleaned.aws.csv:3556,000,0.490308
Privacy_Rights_Cleaned.aws.csv:3556,003,0.002939
Privacy_Rights_Cleaned.aws.csv:3591,004,1.0
Privacy_Rights_Cleaned.aws.csv:3626,000,0.742924
Privacy_Rights_Cleaned.aws.csv:3626,001,0.166226
Privacy_Rights_Cleaned.aws.csv:3626,004,0.09085
Privacy_Rights_Cleaned.aws.csv:3661,004,1.0
Privacy_Rights_Cleaned.aws.csv:3696,000,1.0
Privacy_Rights_Cleaned.aws.csv:3731,000,1.0
Privacy_Rights_Cleaned.aws.csv:3766,002,1.0
Privacy_Rights_Cleaned.aws.csv:3801,001,1.0
Privacy_Rights_Cleaned.aws.csv:3836,000,1.0
Privacy_Rights_Cleaned.aws.csv:3871,001,1.0
Privacy_Rights_Cleaned.aws.csv:3906,004,1.0
Privacy_Rights_Cleaned.aws.csv:3941,002,1.0
Privacy_Rights_Cleaned.aws.csv:3976,000,1.0
Privacy_Rights_Cleaned.aws.csv:4011,003,1.0
Privacy_Rights_Cleaned.aws.csv:4046,000,0.741156
Privacy_Rights_Cleaned.aws.csv:4046,002,0.193392
Privacy_Rights_Cleaned.aws.csv:4046,003,0.065453
Privacy_Rights_Cleaned.aws.csv:4081,000,1.0
Privacy_Rights_Cleaned.aws.csv:4104,000,0.742059
Privacy_Rights_Cleaned.aws.csv:4104,001,0.134362
Privacy_Rights_Cleaned.aws.csv:4104,003,0.093171
Privacy_Rights_Cleaned.aws.csv:4104,004,0.030408
Privacy_Rights_Cleaned.aws.csv:4139,001,1.0
Privacy_Rights_Cleaned.aws.csv:4174,000,1.0
Privacy_Rights_Cleaned.aws.csv:4209,000,0.737258
Privacy_Rights_Cleaned.aws.csv:4209,003,0.125677
Privacy_Rights_Cleaned.aws.csv:4209,004,0.076164
Privacy_Rights_Cleaned.aws.csv:4209,001,0.060901
Privacy_Rights_Cleaned.aws.csv:4244,001,1.0
Privacy_Rights_Cleaned.aws.csv:4279,000,1.0
Privacy_Rights_Cleaned.aws.csv:4314,000,1.0
Privacy_Rights_Cleaned.aws.csv:4349,002,1.0
Privacy_Rights_Cleaned.aws.csv:4384,001,1.0
Privacy_Rights_Cleaned.aws.csv:4419,001,1.0
Privacy_Rights_Cleaned.aws.csv:4454,000,0.669448
Privacy_Rights_Cleaned.aws.csv:4454,001,0.314434
Privacy_Rights_Cleaned.aws.csv:4454,003,0.016117
Privacy_Rights_Cleaned.aws.csv:4489,003,1.0
Privacy_Rights_Cleaned.aws.csv:4524,004,1.0
Privacy_Rights_Cleaned.aws.csv:4559,001,1.0
Privacy_Rights_Cleaned.aws.csv:4594,004,1.0
Privacy_Rights_Cleaned.aws.csv:4629,000,1.0
Privacy_Rights_Cleaned.aws.csv:4664,002,1.0
Privacy_Rights_Cleaned.aws.csv:4699,004,1.0
Privacy_Rights_Cleaned.aws.csv:4734,003,1.0
Privacy_Rights_Cleaned.aws.csv:4769,002,1.0
Privacy_Rights_Cleaned.aws.csv:4804,003,1.0
Privacy_Rights_Cleaned.aws.csv:4839,000,0.559758
Privacy_Rights_Cleaned.aws.csv:4839,001,0.252439
Privacy_Rights_Cleaned.aws.csv:4839,004,0.130961
Privacy_Rights_Cleaned.aws.csv:4839,003,0.056843
Privacy_Rights_Cleaned.aws.csv:4874,000,0.750234
Privacy_Rights_Cleaned.aws.csv:4874,001,0.249766
Privacy_Rights_Cleaned.aws.csv:4909,000,1.0
Privacy_Rights_Cleaned.aws.csv:4944,000,1.0
Privacy_Rights_Cleaned.aws.csv:4979,001,1.0
Privacy_Rights_Cleaned.aws.csv:5014,000,1.0
Privacy_Rights_Cleaned.aws.csv:5049,000,1.0
Privacy_Rights_Cleaned.aws.csv:5084,004,1.0
Privacy_Rights_Cleaned.aws.csv:5119,002,1.0
Privacy_Rights_Cleaned.aws.csv:5154,000,1.0
Privacy_Rights_Cleaned.aws.csv:5189,000,1.0
Privacy_Rights_Cleaned.aws.csv:5224,000,0.738211
Privacy_Rights_Cleaned.aws.csv:5224,001,0.261789
Privacy_Rights_Cleaned.aws.csv:5259,000,0.691836
Privacy_Rights_Cleaned.aws.csv:5259,001,0.308164
Privacy_Rights_Cleaned.aws.csv:5294,001,1.0
Privacy_Rights_Cleaned.aws.csv:5329,000,0.867638
Privacy_Rights_Cleaned.aws.csv:5329,001,0.076292
Privacy_Rights_Cleaned.aws.csv:5329,004,0.056067
Privacy_Rights_Cleaned.aws.csv:5364,000,1.0
Privacy_Rights_Cleaned.aws.csv:5399,001,1.0
Privacy_Rights_Cleaned.aws.csv:5434,000,0.455334
Privacy_Rights_Cleaned.aws.csv:5434,004,0.390572
Privacy_Rights_Cleaned.aws.csv:5434,003,0.154094
Privacy_Rights_Cleaned.aws.csv:5469,000,1.0
Privacy_Rights_Cleaned.aws.csv:5504,004,1.0
Privacy_Rights_Cleaned.aws.csv:5539,004,1.0
Privacy_Rights_Cleaned.aws.csv:5574,001,1.0
Privacy_Rights_Cleaned.aws.csv:5609,000,0.572036
Privacy_Rights_Cleaned.aws.csv:5609,001,0.290003
Privacy_Rights_Cleaned.aws.csv:5609,004,0.06582
Privacy_Rights_Cleaned.aws.csv:5609,003,0.037828
Privacy_Rights_Cleaned.aws.csv:5609,002,0.034312
Privacy_Rights_Cleaned.aws.csv:5644,000,1.0
Privacy_Rights_Cleaned.aws.csv:5679,000,1.0
Privacy_Rights_Cleaned.aws.csv:5714,001,1.0
Privacy_Rights_Cleaned.aws.csv:5749,004,1.0
Privacy_Rights_Cleaned.aws.csv:5784,002,1.0
Privacy_Rights_Cleaned.aws.csv:5819,000,1.0
Privacy_Rights_Cleaned.aws.csv:5854,001,1.0
Privacy_Rights_Cleaned.aws.csv:5889,003,1.0
Privacy_Rights_Cleaned.aws.csv:5924,000,1.0
Privacy_Rights_Cleaned.aws.csv:5959,000,0.591317
Privacy_Rights_Cleaned.aws.csv:5959,001,0.343402
Privacy_Rights_Cleaned.aws.csv:5959,003,0.065281
Privacy_Rights_Cleaned.aws.csv:5994,000,0.641492
Privacy_Rights_Cleaned.aws.csv:5994,001,0.358508
Privacy_Rights_Cleaned.aws.csv:6029,002,1.0
